"Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species"
"ASV2611" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Glomus" "s__macrocarpum"
"ASV2616" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Rhizophagus" "s__irregularis"
"ASV2617" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Glomus" "s__compressum"
"ASV2619" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Clavicipitaceae" "g__Metarhizium" "s__marquandii"
"ASV2620" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" NA NA
"ASV2621" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Hyaloscyphaceae" "g__Cistella" NA
"ASV2624" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Microascales" "f__Halosphaeriaceae" NA NA
"ASV2625" "k__Fungi" "p__Kickxellomycota" "c__GS19" "o__GS19" NA NA NA
"ASV2626" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Cantharellales" "f__Ceratobasidiaceae" "g__Thanatephorus" "s__cucumeris"
"ASV2629" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Vishniacozyma" "s__victoriae"
"ASV2630" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Claroideoglomeraceae" "g__Claroideoglomus" NA
"ASV2631" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" NA NA NA
"ASV2632" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Funneliformis" "s__mosseae"
"ASV2634" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" "s__hyalina"
"ASV2637" "k__Fungi" "p__Glomeromycota" "c__Archaeosporomycetes" "o__Archaeosporales" "f__Archaeosporaceae" NA NA
"ASV2639" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiaceae" "g__Scytalidium" NA
"ASV2641" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Branch06" NA NA NA
"ASV2642" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" "s__hyalina"
"ASV2643" "k__Fungi" "p__Glomeromycota" NA NA NA NA NA
"ASV2647" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Trichomeriaceae" "g__Arthrocladium" "s__fulminans"
"ASV2648" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Ostropales" "f__Stictidaceae" "g__Neofitzroyomyces" "s__nerii"
"ASV2649" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Cuniculitremaceae" "g__Kockovaella" "s__litseae"
"ASV2650" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Glomus" "s__macrocarpum"
"ASV2651" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Diversisporales" "f__Diversisporaceae" "g__Corymbiglomus" "s__corymbiforme"
"ASV2654" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" NA
"ASV2656" "k__Fungi" "p__Glomeromycota" "c__Archaeosporomycetes" "o__Archaeosporales" "f__Archaeosporaceae" NA NA
"ASV2657" "k__Fungi" "p__Mucoromycota" "c__Endogonomycetes" "o__Endogonales" "f__Endogonaceae" "g__Endogone" NA
"ASV2658" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Agaricaceae" "g__Agaricus" NA
"ASV2660" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Coniochaetales" "f__Coniochaetaceae" "g__Coniochaeta" NA
"ASV2661" "k__Fungi" "p__Olpidiomycota" "c__Olpidiomycetes" "o__Olpidiales" "f__Olpidiaceae" "g__Olpidium" "s__brassicae"
"ASV2662" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" NA NA
"ASV2663" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Funneliformis" "s__mosseae"
"ASV2664" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Psathyrellaceae" "g__Coprinopsis" "s__friesii"
"ASV2665" "k__Fungi" "p__Mucoromycota" "c__Endogonomycetes" "o__Endogonales" "f__Endogonaceae" "g__Endogone" NA
"ASV2671" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Glomus" "s__macrocarpum"
"ASV2672" "k__Fungi" "p__Mucoromycota" "c__Endogonomycetes" "o__Endogonales" "f__Endogonaceae" "g__Endogone" NA
"ASV2678" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Cantharellales" "f__Ceratobasidiaceae" "g__Thanatephorus" "s__cucumeris"
"ASV2679" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Glomerellales" "f__Glomerellaceae" "g__Colletotrichum" NA
"ASV2682" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" NA NA NA
"ASV2686" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"ASV2688" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Diaporthales" "f__Diaporthaceae" "g__Stenocarpella" "s__maydis"
"ASV2689" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV2690" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Trichocomaceae" "g__Talaromyces" "s__rugulosus"
"ASV2693" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Neosetophoma" "s__samararum"
"ASV2697" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" NA NA
"ASV2702" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Onygenales" NA NA NA
"ASV2703" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiaceae" "g__Scytalidium" NA
"ASV2706" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Clavicipitaceae" "g__Metacordyceps" "s__chlamydosporia"
"ASV2709" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Cantharellales" "f__Ceratobasidiaceae" "g__Thanatephorus" "s__cucumeris"
"ASV2710" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Pleosporaceae" "g__Sporidesmiella" NA
"ASV2713" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Xylariaceae" "g__Daldinia" NA
"ASV2715" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" NA NA
"ASV2716" "k__Fungi" "p__Glomeromycota" "c__Paraglomeromycetes" "o__Paraglomerales" "f__Paraglomeraceae" "g__Paraglomus" NA
"ASV2717" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreaceae" "g__Trichoderma" NA
"ASV2718" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" NA NA
"ASV2725" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV2726" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Kamienskia" "s__perpusilla"
"ASV2727" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Glomus" "s__macrocarpum"
"ASV2728" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Lentitheciaceae" "g__Keissleriella" "s__quadriseptata"
"ASV2729" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" NA NA NA
"ASV2730" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" NA NA NA
"ASV2733" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Glomus" "s__indicum"
"ASV2734" "k__Fungi" "p__Glomeromycota" "c__Paraglomeromycetes" NA NA NA NA
"ASV2737" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" "g__Capronia" "s__semi-immersa"
"ASV2739" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"ASV2746" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" NA NA NA NA
"ASV2748" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Dictyosporiaceae" "g__Dictyosporium" "s__heptasporum"
"ASV2750" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiaceae" "g__Hymenoscyphus" NA
"ASV2752" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Pluteaceae" "g__Pluteus" NA
"ASV2755" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" NA
"ASV2758" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Tubeufiales" "f__Tubeufiaceae" NA NA
"ASV2762" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Glomus" "s__macrocarpum"
"ASV2764" "k__Fungi" "p__Chytridiomycota" "c__Rhizophlyctidomycetes" "o__Rhizophlyctidales" "f__Sonoraphlyctidaceae" "g__Sonoraphlyctis" "s__ranzonii"
"ASV2765" "k__Fungi" "p__Ascomycota" "c__Orbiliomycetes" "o__Orbiliales" "f__Orbiliaceae" "g__Dactylaria" "s__mitrata"
"ASV2766" "k__Fungi" "p__Glomeromycota" "c__Paraglomeromycetes" "o__Paraglomerales" "f__Paraglomeraceae" "g__Paraglomus" NA
"ASV2768" "k__Fungi" "p__Chytridiomycota" "c__Chytridiomycetes" NA NA NA NA
"ASV2771" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Sebacinales" "f__Sebacinaceae" NA NA
"ASV2772" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Diversisporales" "f__Diversisporaceae" NA NA
"ASV2779" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" NA NA NA NA
"ASV2780" "k__Fungi" "p__Ascomycota" "c__Orbiliomycetes" "o__Orbiliales" "f__Orbiliaceae" "g__Orbilia" NA
"ASV2781" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"ASV2782" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Dothideales" "f__Aureobasidiaceae" "g__Aureobasidium" "s__pullulans"
"ASV2790" "k__Fungi" "p__Entomophthoromycota" "c__Entomophthoromycetes" "o__Entomophthorales" "f__Ancylistaceae" "g__Conidiobolus" "s__coronatus"
"ASV2791" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Glomus" "s__macrocarpum"
"ASV2792" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Diversisporales" "f__Diversisporaceae" NA NA
"ASV2794" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Thelebolales" "f__Pseudeurotiaceae" "g__Pseudogymnoascus" "s__pannorum"
"ASV2795" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"ASV2797" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Funneliformis" "s__mosseae"
"ASV2798" "k__Fungi" "p__Glomeromycota" NA NA NA NA NA
"ASV2799" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Onygenales" NA NA NA
"ASV2800" "k__Fungi" "p__Mucoromycota" "c__Endogonomycetes" "o__Endogonales" "f__Endogonaceae" "g__Endogone" NA
"ASV2801" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" NA
"ASV2817" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Funneliformis" "s__mosseae"
"ASV2819" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Glomerellales" "f__Glomerellaceae" "g__Colletotrichum" NA
"ASV2828" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Funneliformis" "s__mosseae"
"ASV2832" "k__Fungi" "p__Chytridiomycota" "c__Spizellomycetes" "o__Spizellomycetales" NA NA NA
"ASV2836" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Branch06" NA NA NA
"ASV2837" "k__Fungi" "p__Mucoromycota" "c__Endogonomycetes" "o__Endogonales" "f__Endogonaceae" "g__Endogone" NA
"ASV2841" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"ASV2851" "k__Fungi" "p__Ascomycota" "c__Pezizomycetes" "o__Pezizales" "f__Pyronemataceae" "g__Pseudaleuria" NA
"ASV2853" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Melanommataceae" NA NA
"ASV2856" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Tremellaceae" "g__Bulleromyces" "s__albus"
"ASV2857" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" NA NA NA
"ASV2862" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Lasiosphaeriaceae" "g__Podospora" NA
"ASV2863" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"ASV2864" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Mycocaliciales" "f__Mycocaliciaceae" "g__Mycocalicium" "s__victoriae"
"ASV2867" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Glomus" "s__indicum"
"ASV2870" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Fusarium" "s__armeniacum"
"ASV2871" "k__Fungi" "p__Mucoromycota" "c__Endogonomycetes" "o__Endogonales" "f__Endogonaceae" "g__Endogone" NA
"ASV2872" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Rhynchogastremataceae" "g__Papiliotrema" "s__nemorosus"
"ASV2875" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" NA NA
"ASV2876" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Branch06" NA NA NA
"ASV2878" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Septoglomus" "s__constrictum"
"ASV2881" "k__Fungi" "p__Kickxellomycota" "c__Kickxellomycetes" "o__Kickxellales" "f__Kickxellaceae" "g__Ramicandelaber" NA
"ASV2886" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" NA NA NA
"ASV2889" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" NA NA
"ASV2891" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Glomus" "s__aggregatum"
"ASV2892" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Glomus" "s__indicum"
"ASV2893" "k__Fungi" "p__Glomeromycota" "c__Paraglomeromycetes" NA NA NA NA
"ASV2894" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" NA NA NA
"ASV2895" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Rhizophagus" "s__irregularis"
"ASV2897" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Hyaloscyphaceae" NA NA
"ASV2899" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Mycosphaerellaceae" "g__Cercospora" "s__sojina"
"ASV2903" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Glomus" "s__tetrastratosum"
"ASV2908" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Vishniacozyma" "s__dimennae"
"ASV2911" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" NA NA NA
"ASV2912" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Hannaella" "s__coprosmae"
"ASV2913" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Leptosphaeriaceae" "g__Leptosphaeria" NA
"ASV2914" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"ASV2921" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Phaeosphaeria" NA
"ASV2927" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Rhizophagus" NA
"ASV2928" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" NA
"ASV2929" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Chaetomiaceae" "g__Chaetomium" "s__angustispirale"
"ASV2930" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" NA NA NA
"ASV2945" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"ASV2947" "k__Fungi" "p__Chytridiomycota" "c__Spizellomycetes" "o__Spizellomycetales" "f__Powellomycetaceae" "g__Powellomyces" NA
"ASV2948" "k__Fungi" "p__Chytridiomycota" "c__Spizellomycetes" "o__Spizellomycetales" "f__Spizellomycetaceae" "g__Kochiomyces" "s__dichotomus"
"ASV2949" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"ASV2950" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Annulatascales" "f__Annulatascaceae" "g__Dictyosporella" NA
"ASV2951" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiales_fam_Incertae_sedis" "g__Chalara" "s__heteroderae"
"ASV2958" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Rhizophagus" "s__irregularis"
"ASV2961" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" NA NA
"ASV2962" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Hyaloscyphaceae" "g__Trichopezizella" NA
"ASV2963" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Rhizophagus" "s__irregularis"
"ASV2964" "k__Fungi" "p__Mucoromycota" "c__Endogonomycetes" "o__Endogonales" "f__Endogonaceae" "g__Endogone" NA
"ASV2965" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiaceae" "g__Tetracladium" NA
"ASV2966" "k__Fungi" "p__Mucoromycota" "c__Endogonomycetes" "o__Endogonales" "f__Endogonaceae" "g__Endogone" NA
"ASV2969" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Pseudoophiobolus" "s__galii"
"ASV2973" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Septoglomus" "s__viscosum"
"ASV2977" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"ASV2979" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Diversisporales" "f__Acaulosporaceae" "g__Acaulospora" NA
"ASV2983" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Diversisporales" "f__Diversisporaceae" NA NA
"ASV2984" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Glomus" "s__compressum"
"ASV2985" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Funneliformis" "s__mosseae"
"ASV2986" "k__Fungi" "p__Kickxellomycota" "c__Kickxellomycetes" "o__Kickxellales" "f__Kickxellaceae" "g__Ramicandelaber" NA
"ASV2990" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiaceae" "g__Tetracladium" "s__apiense"
"ASV2992" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV2995" "k__Fungi" "p__Basidiomycota" "c__Exobasidiomycetes" "o__Tilletiales" "f__Tilletiaceae" "g__Tilletia" "s__puccinelliae"
"ASV2999" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Cystofilobasidiales" "f__Cystofilobasidiales_fam_Incertae_sedis" "g__Mrakiella" "s__aquatica"
"ASV3001" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Rhizophagus" NA
"ASV3002" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" NA NA NA NA
"ASV3004" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" NA NA NA
"ASV3010" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV3012" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" "g__Minimelanolocus" "s__obscurus"
"ASV3016" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Entolomataceae" "g__Entoloma" NA
"ASV3018" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Torulaceae" "g__Torula" NA
"ASV3019" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" NA
"ASV3021" "k__Fungi" "p__Ascomycota" "c__Orbiliomycetes" "o__Orbiliales" "f__Orbiliaceae" "g__Dactylaria" "s__mitrata"
"ASV3029" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Phallales" "f__Phallaceae" "g__Phallus" "s__rugulosus"
"ASV3030" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiales_fam_Incertae_sedis" "g__Chalara" "s__heteroderae"
"ASV3031" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"ASV3032" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" NA NA NA
"ASV3033" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" NA NA NA
"ASV3034" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" NA NA NA
"ASV3035" "k__Fungi" "p__Glomeromycota" "c__Paraglomeromycetes" "o__Paraglomerales" "f__Paraglomeraceae" "g__Paraglomus" NA
"ASV3036" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Trechisporales" "f__Hydnodontaceae" "g__Trechispora" NA
"ASV3039" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Cuniculitremaceae" "g__Kockovaella" "s__litseae"
"ASV3043" "k__Fungi" "p__Mucoromycota" "c__Endogonomycetes" "o__Endogonales" "f__Endogonaceae" "g__Endogone" NA
"ASV3045" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Diversisporales" "f__Diversisporaceae" "g__Diversispora" NA
"ASV3048" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Pleurotheciales" "f__Pleurotheciaceae" NA NA
"ASV3050" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Funneliformis" "s__mosseae"
"ASV3051" "k__Fungi" "p__Mucoromycota" "c__Endogonomycetes" "o__Endogonales" "f__Endogonaceae" "g__Endogone" NA
"ASV3052" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" NA NA NA
"ASV3053" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Tubeufiales" "f__Tubeufiaceae" NA NA
"ASV3054" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Claroideoglomeraceae" "g__Claroideoglomus" NA
"ASV3057" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Paraphoma" "s__chrysanthemicola"
"ASV3058" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Glomus" "s__macrocarpum"
"ASV3063" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Kamienskia" NA
"ASV3064" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Branch06" NA NA NA
"ASV3067" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV3072" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Holtermanniales" "f__Holtermanniales_fam_Incertae_sedis" "g__Holtermanniella" "s__takashimae"
"ASV3079" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV3080" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Cladosporiaceae" "g__Cladosporium" NA
"ASV3081" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Glomus" "s__macrocarpum"
"ASV3083" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Ostropales" "f__Gomphillaceae" "g__Corticifraga" "s__peltigerae"
"ASV3084" "k__Fungi" "p__Chytridiomycota" "c__Spizellomycetes" "o__Spizellomycetales" NA NA NA
"ASV3088" "k__Fungi" "p__Ascomycota" "c__Pezizomycetes" "o__Pezizales" "f__Pezizaceae" NA NA
"ASV3090" "k__Fungi" "p__Glomeromycota" "c__Paraglomeromycetes" NA NA NA NA
"ASV3091" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Cystofilobasidiales" "f__Mrakiaceae" "g__Mrakia" "s__frigida"
"ASV3093" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreaceae" "g__Trichoderma" NA
"ASV3100" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Teratosphaeriaceae" "g__Capnobotryella" NA
"ASV3103" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Lasiosphaeriaceae" "g__Apodus" "s__deciduus"
